id,review,type_review,platform,date,language,views,votes,score,split
Tacticz,"The Last of Us is my favorite game of all time. I loved Naughty Dog’s work with the Uncharted series, but I did not expect them to deliver a game this great. I cannot find a single flaw with this game. The story is one of the best I’ve ever experienced. Joel and Ellie are some of my favorite characters of all time now. The gameplay is amazing, especially when on harder difficulties where it actually feels like a survival game. And the multiplayer is also fantastic. It doesn’t feel tacked on, it feels like they took their time with it. The Last of Us is a masterpiece and one of the greatest games ever made.",normal,ps4,2017-05-29,English,0,0,10,train
ZeoN,"Un exclusivo de Sony bastante bueno.Aceptable en calidad de movimiento,gran historia y gran capacidad de sorprender.Hace disfrutar muy bien de su historia y su desarrollo",expanded,ps4,2017-05-29,Spanish,0,0,8,train
SuperDuck23,"There is not one outstanding negative thing I can think of when I think about The Last of Us. Truthfully one of the greatest games ever made. Perfect gameplay, perfect writing, perfect performances, perfect game and sound design. Perfection down to the last pixel.",expanded,ps4,2017-05-28,English,0,0,10,train
GamerJosh0137,"I'm ashamed that it took me so long to play this game, especially considering how much I loved the Uncharted series.  Somehow this game ended up in my back log, but no more.  For me and what I look for in video games The Last of Us is as perfect of a game as I could ever hope to find.  You play as Joel.  A middle aged parent living in a quarantine zone in Boston.  I won't give too much away but Joel has a friend named Tess, and both are very good at smuggling.  It becomes quite apparent that what is left of the United States government is corrupt and loves censorship.  Anyway, it is really hard to give you much more than that without spoiling a lot.  It is not an open world game.  Instead it focuses on a more linear approach but at the same time rewards exploring players.  You will need supplies and ammunition both of which are very hard to find so make everything count.  I also suggest playing on hard your first run through.  Normal can be a bit too easy at times.  If you own a ps4 or ps3 pick this game up as soon as possible.  People will be talking about this game for years to come, and now that The Last of Us part 2 is in the works now is the perfect time to play it.",normal,ps4,2017-05-20,English,2,1,10,test
D484,"Un gran juego con una jugabilidad muy adictiva, con una de las mejores historias merecedor de una novela o película y unos gráficos de otro mundo. Algunos fallos en la IA de los acompañantes fastidian la gran ambietación pero por lo demás es increíble. Le pongo un 98/100 a esta obra maestra de Naughty Dog",expanded,ps4,2017-05-18,Spanish,0,0,10,test
spesini,"The Last of Us is back, this time on PS4, and it's even better. I finished it five times on PS3, so when I got it again on PS4, mostly because I wanted to play awesome multiplayer without turning on the PS3, I thought that singleplayer can't surprise me anymore. But it did. 60 FPS is absolutely fabulous and the game is even better. Everything else stays the same, which means: perfect story, great gameplay and stealth, etc. (everything is great really).",normal,ps4,2017-05-13,English,0,0,10,train
CapnConundrum,"Honestly, anything other than a 10 for this game is completely insane.  This isn't even my favourite game.  But all the games I personally like better, I can see legitimate argument for something other than a perfect score.  This game pushes every boundary of the industry.  One day, many years from now, games will be nominated for Pulitzers and the like--will get accepted into mainstream critical culture.  If any game paves the way, it's The Last of Us.",normal,ps4,2017-05-12,English,1,1,10,train
UncutSuspiria,"I bought the PS4 simply for this game. Goddamn it is awesome. Simply put. Great story, great graphics, great everything......................................................",expanded,ps4,2017-05-10,English,0,0,9,test
Cumdonor69,"(Single player only review),Story: 9,Gameplay: 6,Characters: 10,World: 8,Graphics: 10,Optimization: 10,Value: Worth the original price ($60),Art direction: 10,Enjoyment: 10,Overall: 10",expanded,ps4,2017-05-09,English,3,1,10,train
DarthSidious,"One of the greatest games of all time.  Gameplay mechanics were spot on, graphics are gorgeous and the combat system was also very well done.  The shining star of this game though, was, and is, the story.  There were several times that I found myself tearing up, and no other game had ever done that to me.  Can not wait for part 2 to come out.",expanded,ps4,2017-05-04,English,0,0,10,train
FreakinFoxy,"It is a masterpiece. This game is beautiful. Ellie, she to you (Joel) as a daughter, whom he lost in the beginning. It's better than cinema. Joel, a great character, of course not always, but taking care of Ellie, that's very sweet.,The ending is also happy. I really look forward to the second part, which has already been shown on the playstation expirience.",expanded,ps4,2017-04-19,English,0,0,10,train
AndersL,"One of the best games I have played, the story is comparable to none. The only slight drawback is the linearity of the story, as I am a big fan of open world games. Still a must have for anyone and everyone.",expanded,ps4,2017-04-12,English,0,0,10,train
